PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35902140","The Kaiser Permanente Northern California Advance Alert Monitor Program: An Automated Early Warning System for Adults at Risk for In-Hospital Clinical Deterioration","Martinez VA, Betts RK, Scruth EA, Buckley JD, Cadiz VR, Bertrand LD, Paulson SS, Dummett BA, Abhyankar SS, Reyes VM, Hatton JR, Sulit R, Liu VX.","Jt Comm J Qual Patient Saf. 2022 Aug;48(8):370-375. doi: 10.1016/j.jcjq.2022.05.005.","Martinez VA","Jt Comm J Qual Patient Saf","2022","2022/07/28","","","10.1016/j.jcjq.2022.05.005"
"30853004","Imagine how to behave: the influence of imagined contact on human-robot interaction","Wullenkord R, Eyssel F.","Philos Trans R Soc Lond B Biol Sci. 2019 Apr 29;374(1771):20180038. doi: 10.1098/rstb.2018.0038.","Wullenkord R","Philos Trans R Soc Lond B Biol Sci","2019","2019/03/12","PMC6452256","","10.1098/rstb.2018.0038"
"34408076","Optimized delay of the second COVID-19 vaccine dose reduces ICU admissions","Silva PJS, Sagastizábal C, Nonato LG, Struchiner CJ, Pereira T.","Proc Natl Acad Sci U S A. 2021 Aug 31;118(35):e2104640118. doi: 10.1073/pnas.2104640118.","Silva PJS","Proc Natl Acad Sci U S A","2021","2021/08/19","PMC8536357","","10.1073/pnas.2104640118"
"24726036","Sepsis mortality prediction with the Quotient Basis Kernel","Ribas Ripoll VJ, Vellido A, Romero E, Ruiz-Rodríguez JC.","Artif Intell Med. 2014 May;61(1):45-52. doi: 10.1016/j.artmed.2014.03.004. Epub 2014 Mar 27.","Ribas Ripoll VJ","Artif Intell Med","2014","2014/04/15","","","10.1016/j.artmed.2014.03.004"
"28550994","Prospective validation of a near real-time EHR-integrated automated SOFA score calculator","Aakre C, Franco PM, Ferreyra M, Kitson J, Li M, Herasevich V.","Int J Med Inform. 2017 Jul;103:1-6. doi: 10.1016/j.ijmedinf.2017.04.001. Epub 2017 Apr 3.","Aakre C","Int J Med Inform","2017","2017/05/29","","","10.1016/j.ijmedinf.2017.04.001"
"21676592","High prevalence of nonconvulsive and subtle status epilepticus in an ICU of a tertiary care center: a three-year observational cohort study","Rudin D, Grize L, Schindler C, Marsch S, Rüegg S, Sutter R.","Epilepsy Res. 2011 Sep;96(1-2):140-50. doi: 10.1016/j.eplepsyres.2011.05.018. Epub 2011 Jun 14.","Rudin D","Epilepsy Res","2011","2011/06/17","","","10.1016/j.eplepsyres.2011.05.018"
"29112077","Technological Distractions (Part 2): A Summary of Approaches to Manage Clinical Alarms With Intent to Reduce Alarm Fatigue","Winters BD, Cvach MM, Bonafide CP, Hu X, Konkani A, O'Connor MF, Rothschild JM, Selby NM, Pelter MM, McLean B, Kane-Gill SL; Society for Critical Care Medicine Alarm and Alert Fatigue Task Force.","Crit Care Med. 2018 Jan;46(1):130-137. doi: 10.1097/CCM.0000000000002803.","Winters BD","Crit Care Med","2018","2017/11/08","","","10.1097/CCM.0000000000002803"
"26105574","A PCT algorithm for discontinuation of antibiotic therapy is a cost-effective way to reduce antibiotic exposure in adult intensive care patients with sepsis","Kip MM, Kusters R, IJzerman MJ, Steuten LM.","J Med Econ. 2015;18(11):944-53. doi: 10.3111/13696998.2015.1064934. Epub 2015 Jul 20.","Kip MM","J Med Econ","2015","2015/06/25","","","10.3111/13696998.2015.1064934"
"30440304","Brain Monitoring of Sedation in the Intensive Care Unit Using a Recurrent Neural Network","Sun H, Nagaraj SB, Akeju O, Purdon PL, Westover BM.","Annu Int Conf IEEE Eng Med Biol Soc. 2018 Jul;2018:1-4. doi: 10.1109/EMBC.2018.8513185.","Sun H","Annu Int Conf IEEE Eng Med Biol Soc","2018","2018/11/17","PMC6775766","NIHMS1052411","10.1109/EMBC.2018.8513185"
"31570309","Towards safe and efficient preoperative planning of transcatheter mitral valve interventions","Astudillo P, De Beule M, Dambre J, Mortier P.","Morphologie. 2019 Dec;103(343):139-147. doi: 10.1016/j.morpho.2019.09.002. Epub 2019 Sep 27.","Astudillo P","Morphologie","2019","2019/10/02","","","10.1016/j.morpho.2019.09.002"
"27573637","Managing the oncologic patient with suspected pneumonia in the intensive care unit","Leoni D, Encina B, Rello J.","Expert Rev Anti Infect Ther. 2016 Oct;14(10):943-60. doi: 10.1080/14787210.2016.1228453.","Leoni D","Expert Rev Anti Infect Ther","2016","2016/08/31","","","10.1080/14787210.2016.1228453"
"20035218","Glucose variability is associated with intensive care unit mortality","Hermanides J, Vriesendorp TM, Bosman RJ, Zandstra DF, Hoekstra JB, Devries JH.","Crit Care Med. 2010 Mar;38(3):838-42. doi: 10.1097/CCM.0b013e3181cc4be9.","Hermanides J","Crit Care Med","2010","2009/12/26","","","10.1097/CCM.0b013e3181cc4be9"
"20841406","A decision-tree model for predicting extubation outcome in elderly patients after a successful spontaneous breathing trial","Liu Y, Wei LQ, Li GQ, Lv FY, Wang H, Zhang YH, Cao WL.","Anesth Analg. 2010 Nov;111(5):1211-8. doi: 10.1213/ANE.0b013e3181f4e82e. Epub 2010 Sep 14.","Liu Y","Anesth Analg","2010","2010/09/16","","","10.1213/ANE.0b013e3181f4e82e"
"23107472","[Glucose variability in intensive care unit]","Schaal JV, Libert N, De Rudnicki S, Auroy Y, Mérat S.","Ann Fr Anesth Reanim. 2012 Dec;31(12):950-60. doi: 10.1016/j.annfar.2012.09.002. Epub 2012 Oct 26.","Schaal JV","Ann Fr Anesth Reanim","2012","2012/10/31","","","10.1016/j.annfar.2012.09.002"
"31428186","Noninvasive Evaluation of Liver Fibrosis Reverse Using Artificial Neural Network Model for Chronic Hepatitis B Patients","Wei W, Wu X, Zhou J, Sun Y, Kong Y, Yang X.","Comput Math Methods Med. 2019 Jul 21;2019:7239780. doi: 10.1155/2019/7239780. eCollection 2019.","Wei W","Comput Math Methods Med","2019","2019/08/21","PMC6679853","","10.1155/2019/7239780"
"34978322","Five-Year Retrospective Analysis of a Vented Mobility Algorithm in the Burn ICU","O'Neil AM, Rush C, Griffard L, Roggy D, Boyd A, Hartman BC.","J Burn Care Res. 2022 Sep 1;43(5):1129-1134. doi: 10.1093/jbcr/irab248.","O'Neil AM","J Burn Care Res","2022","2022/01/03","","","10.1093/jbcr/irab248"
"27997675","Compliance with Procalcitonin Algorithm Antibiotic Recommendations for Patients in Medical Intensive Care Unit","Ammar AA, Lam SW, Duggal A, Neuner EA, Bass SN, Guzman JA, Wang XF, Han X, Bauer SR.","Pharmacotherapy. 2017 Feb;37(2):177-186. doi: 10.1002/phar.1887. Epub 2017 Feb 3.","Ammar AA","Pharmacotherapy","2017","2016/12/21","","","10.1002/phar.1887"
"35360263","Application of Intelligent Intravenous Drug Dispensing Robot in Clinical Nursing","Zhang L, Liu W, Zhang Y.","Contrast Media Mol Imaging. 2022 Mar 21;2022:4769883. doi: 10.1155/2022/4769883. eCollection 2022.","Zhang L","Contrast Media Mol Imaging","2022","2022/04/01","PMC8960012","","10.1155/2022/4769883"
"25889690","DyKOSMap: A framework for mapping adaptation between biomedical knowledge organization systems","Dos Reis JC, Pruski C, Da Silveira M, Reynaud-Delaître C.","J Biomed Inform. 2015 Jun;55:153-73. doi: 10.1016/j.jbi.2015.04.001. Epub 2015 Apr 15.","Dos Reis JC","J Biomed Inform","2015","2015/04/19","","","10.1016/j.jbi.2015.04.001"
"28817655","Assessing experience in the deliberate practice of running using a fuzzy decision-support system","Roveri MI, Manoel EJ, Onodera AN, Ortega NRS, Tessutti VD, Vilela E, Evêncio N, Sacco ICN.","PLoS One. 2017 Aug 17;12(8):e0183389. doi: 10.1371/journal.pone.0183389. eCollection 2017.","Roveri MI","PLoS One","2017","2017/08/18","PMC5560589","","10.1371/journal.pone.0183389"
"27702711","Optimal nutrition therapy in paediatric critical care in the Asia-Pacific and Middle East: a consensus","Lee JH, Rogers E, Chor YK, Samransamruajkit R, Koh PL, Miqdady M, Al-Mehaidib AI, Pudjiadi A, Singhi S, Mehta NM.","Asia Pac J Clin Nutr. 2016 Dec;25(4):676-696. doi: 10.6133/apjcn.012016.07.","Lee JH","Asia Pac J Clin Nutr","2016","2016/10/06","","","10.6133/apjcn.012016.07"
"24919160","Sepsis severity score: an internationally derived scoring system from the surviving sepsis campaign database*","Osborn TM, Phillips G, Lemeshow S, Townsend S, Schorr CA, Levy MM, Dellinger RP.","Crit Care Med. 2014 Sep;42(9):1969-76. doi: 10.1097/CCM.0000000000000416.","Osborn TM","Crit Care Med","2014","2014/06/12","","","10.1097/CCM.0000000000000416"
"29885765","Early prognostic value of an Algorithm based on spectral Variables of Ventricular fibrillAtion from the EKG of patients with suddEn cardiac death: A multicentre observational study (AWAKE)","Palacios-Rubio J, Marina-Breysse M, Quintanilla JG, Gil-Perdomo JM, Juárez-Fernández M, Garcia-Gonzalez I, Rial-Bastón V, Corcobado MC, Espinosa MC, Ruiz F, Gómez-Mascaraque Pérez F, Bringas-Bollada M, Lillo-Castellano JM, Pérez-Castellano N, Martínez-Sellés M, López de Sá E, Martín-Benítez JC, Perez-Villacastín J, Filgueiras-Rama D.","Arch Cardiol Mex. 2018 Dec;88(5):460-467. doi: 10.1016/j.acmx.2018.05.003. Epub 2018 Jun 7.","Palacios-Rubio J","Arch Cardiol Mex","2018","2018/06/11","","","10.1016/j.acmx.2018.05.003"
"21263324","Successful implementation of a pediatric sedation protocol for mechanically ventilated patients","Deeter KH, King MA, Ridling D, Irby GL, Lynn AM, Zimmerman JJ.","Crit Care Med. 2011 Apr;39(4):683-8. doi: 10.1097/CCM.0b013e318206cebf.","Deeter KH","Crit Care Med","2011","2011/01/26","","","10.1097/CCM.0b013e318206cebf"
"31993892","An effective pressure-flow characterization of respiratory asynchronies in mechanical ventilation","Casagrande A, Quintavalle F, Fernandez R, Blanch L, Ferluga M, Lena E, Fabris F, Lucangelo U.","J Clin Monit Comput. 2021 Apr;35(2):289-296. doi: 10.1007/s10877-020-00469-z. Epub 2020 Jan 28.","Casagrande A","J Clin Monit Comput","2021","2020/01/30","","","10.1007/s10877-020-00469-z"
"24101022","Defining anatomical landmarks for robotic facelift thyroidectomy","Singer MC, Heffernan A, Terris DJ.","World J Surg. 2014 Jan;38(1):92-5. doi: 10.1007/s00268-013-2246-8.","Singer MC","World J Surg","2014","2013/10/09","","","10.1007/s00268-013-2246-8"
"34174885","Large-scale literature mining to assess the relation between anti-cancer drugs and cancer types","Bauer C, Herwig R, Lienhard M, Prasse P, Scheffer T, Schuchhardt J.","J Transl Med. 2021 Jun 26;19(1):274. doi: 10.1186/s12967-021-02941-z.","Bauer C","J Transl Med","2021","2021/06/27","PMC8236166","","10.1186/s12967-021-02941-z"
"26737776","Metabolite analysis in sepsis through conditional independence maps","Ribas Ripoll V, Romay E, Brunelli L, Pastorelli R, Goma G, Navas A, Artigas A, Ferrer R.","Annu Int Conf IEEE Eng Med Biol Soc. 2015;2015:6477-80. doi: 10.1109/EMBC.2015.7319876.","Ribas Ripoll V","Annu Int Conf IEEE Eng Med Biol Soc","2015","2016/01/07","","","10.1109/EMBC.2015.7319876"
"33248372","Gene expression signatures identify paediatric patients with multiple organ dysfunction who require advanced life support in the intensive care unit","Shankar R, Leimanis ML, Newbury PA, Liu K, Xing J, Nedveck D, Kort EJ, Prokop JW, Zhou G, Bachmann AS, Chen B, Rajasekaran S.","EBioMedicine. 2020 Dec;62:103122. doi: 10.1016/j.ebiom.2020.103122. Epub 2020 Nov 25.","Shankar R","EBioMedicine","2020","2020/11/28","PMC7704404","","10.1016/j.ebiom.2020.103122"
"33298583","Frailty subtypes and recovery in older survivors of acute respiratory failure: a pilot study","Baldwin MR, Pollack LR, Friedman RA, Norris SP, Javaid A, O'Donnell MR, Cummings MJ, Needham DM, Colantuoni E, Maurer MS, Lederer DJ.","Thorax. 2021 Apr;76(4):350-359. doi: 10.1136/thoraxjnl-2020-214998. Epub 2020 Dec 9.","Baldwin MR","Thorax","2021","2020/12/10","PMC8187474","NIHMS1685910","10.1136/thoraxjnl-2020-214998"
"36086001","Predicting the need for mechanical ventilation and mortality in hospitalized COVID-19 patients who received heparin","Pezoulas VC, Liontos A, Mylona E, Papaloukas C, Milionis O, Biros D, Kyriakopoulos C, Kostikas K, Milionis H, Fotiadis DI.","Annu Int Conf IEEE Eng Med Biol Soc. 2022 Jul;2022:1020-1023. doi: 10.1109/EMBC48229.2022.9871261.","Pezoulas VC","Annu Int Conf IEEE Eng Med Biol Soc","2022","2022/09/10","","","10.1109/EMBC48229.2022.9871261"
"33974106","Natural history, trajectory, and management of mechanically ventilated COVID-19 patients in the United Kingdom","Patel BV, Haar S, Handslip R, Auepanwiriyakul C, Lee TM, Patel S, Harston JA, Hosking-Jervis F, Kelly D, Sanderson B, Borgatta B, Tatham K, Welters I, Camporota L, Gordon AC, Komorowski M, Antcliffe D, Prowle JR, Puthucheary Z, Faisal AA; United Kingdom COVID-ICU National Service Evaluation.","Intensive Care Med. 2021 May;47(5):549-565. doi: 10.1007/s00134-021-06389-z. Epub 2021 May 11.","Patel BV","Intensive Care Med","2021","2021/05/11","PMC8111053","","10.1007/s00134-021-06389-z"
"22517788","A clinical algorithm to diagnose invasive pulmonary aspergillosis in critically ill patients","Blot SI, Taccone FS, Van den Abeele AM, Bulpa P, Meersseman W, Brusselaers N, Dimopoulos G, Paiva JA, Misset B, Rello J, Vandewoude K, Vogelaers D; AspICU Study Investigators.","Am J Respir Crit Care Med. 2012 Jul 1;186(1):56-64. doi: 10.1164/rccm.201111-1978OC. Epub 2012 Apr 19.","Blot SI","Am J Respir Crit Care Med","2012","2012/04/21","","","10.1164/rccm.201111-1978OC"
"21911231","Robotic mitral valve repair for all prolapse subsets using techniques identical to open valvuloplasty: establishing the benchmark against which percutaneous interventions should be judged","Suri RM, Burkhart HM, Daly RC, Dearani JA, Park SJ, Sundt TM 3rd, Li Z, Enriquez-Sarano M, Schaff HV.","J Thorac Cardiovasc Surg. 2011 Nov;142(5):970-9. doi: 10.1016/j.jtcvs.2011.07.027. Epub 2011 Sep 10.","Suri RM","J Thorac Cardiovasc Surg","2011","2011/09/14","","","10.1016/j.jtcvs.2011.07.027"
"30476186","Implementation of a Pragmatic Biomarker-Driven Algorithm to Guide Antibiotic Use in the Pediatric Intensive Care Unit: the Optimizing Antibiotic Strategies in Sepsis (OASIS) II Study","Downes KJ, Fitzgerald JC, Schriver E, Boge CLK, Russo ME, Weiss SL, Balamuth F, Kubis SE, Tolomeo P, Bilker WB, Han JH, Lautenbach E, Coffin SE, Gerber JS.","J Pediatric Infect Dis Soc. 2020 Feb 28;9(1):36-43. doi: 10.1093/jpids/piy113.","Downes KJ","J Pediatric Infect Dis Soc","2020","2018/11/27","PMC7317158","","10.1093/jpids/piy113"
"25128356","[Study on the improvement of trauma patient care: TRAUMACAT project]","Navarro S, Koo M, Orrego C, Muñoz-Vives JM, Rivero M, Montmany S, Prat S, Pobo-Peris A, Puig S, Monerri Mdel M, Caballero F, Cáceres E.","Med Clin (Barc). 2014 Jul;143 Suppl 1:25-31. doi: 10.1016/j.medcli.2013.07.001.","Navarro S","Med Clin (Barc)","2014","2014/08/17","","","10.1016/j.medcli.2013.07.001"
"27460071","Automatic weighing attribute to retrieve similar lung cancer nodules","Ferreira de Lucena DJ, Ferreira Junior JR, Machado AP, Oliveira MC.","BMC Med Inform Decis Mak. 2016 Jul 21;16 Suppl 2(Suppl 2):79. doi: 10.1186/s12911-016-0313-4.","Ferreira de Lucena DJ","BMC Med Inform Decis Mak","2016","2016/07/28","PMC4965736","","10.1186/s12911-016-0313-4"
"24114068","Efficient parameter estimation for models of healthcare-associated pathogen transmission in discrete and continuous time","Thomas A, Redd A, Khader K, Leecaster M, Greene T, Samore M.","Math Med Biol. 2015 Mar;32(1):79-98. doi: 10.1093/imammb/dqt021. Epub 2013 Oct 10.","Thomas A","Math Med Biol","2015","2013/10/12","","","10.1093/imammb/dqt021"
"23547790","Procalcitonin-guided algorithm to reduce length of antibiotic therapy in patients with severe sepsis and septic shock","Hohn A, Schroeder S, Gehrt A, Bernhardt K, Bein B, Wegscheider K, Hochreiter M.","BMC Infect Dis. 2013 Apr 1;13:158. doi: 10.1186/1471-2334-13-158.","Hohn A","BMC Infect Dis","2013","2013/04/04","PMC3616901","","10.1186/1471-2334-13-158"
"29932586","CLINICAL ASPECTS OF GLYCEMIC MONITORING AND CONTOL IN PATIENTS IN THE EARLY POSTOPERATIVE PERIOD","Nikoda VV, Lishova EA, Aleshin MA, Shestakov AL, Tskhovrebov AT, Tarasova IA.","Anesteziol Reanimatol. 2017 Jan;62(1):69-73.","Nikoda VV","Anesteziol Reanimatol","2017","2018/06/23","","",""
"25952597","[Descriptive statistical analysis of the treatment of status epilepticus in a referral hospital]","Hortigüela-Saeta MM, Conejo-Moreno D, Gutiérrez-Moreno M, Gómez-Saiz L.","Rev Neurol. 2015 May 16;60(10):433-8.","Hortigüela-Saeta MM","Rev Neurol","2015","2015/05/09","","",""
"24456810","Evaluation of a dosing regimen for continuous vancomycin infusion in critically ill patients: an observational study in intensive care unit patients","Saugel B, Gramm C, Wagner JY, Messer M, Lahmer T, Meidert AS, Schmid RM, Huber W.","J Crit Care. 2014 Jun;29(3):351-5. doi: 10.1016/j.jcrc.2013.12.007. Epub 2013 Dec 21.","Saugel B","J Crit Care","2014","2014/01/25","","","10.1016/j.jcrc.2013.12.007"
"34991460","HESML: a real-time semantic measures library for the biomedical domain with a reproducible survey","Lastra-Díaz JJ, Lara-Clares A, Garcia-Serrano A.","BMC Bioinformatics. 2022 Jan 6;23(1):23. doi: 10.1186/s12859-021-04539-0.","Lastra-Díaz JJ","BMC Bioinformatics","2022","2022/01/07","PMC8734250","","10.1186/s12859-021-04539-0"
"20801133","On the number of recovered individuals in the SIS and SIR stochastic epidemic models","Artalejo JR, Economou A, Lopez-Herrero MJ.","Math Biosci. 2010 Nov;228(1):45-55. doi: 10.1016/j.mbs.2010.08.006. Epub 2010 Aug 27.","Artalejo JR","Math Biosci","2010","2010/08/31","","","10.1016/j.mbs.2010.08.006"
"34550901","Algorithmic surveillance of ICU patients with acute respiratory distress syndrome (ASIC): protocol for a multicentre stepped-wedge cluster randomised quality improvement strategy","Marx G, Bickenbach J, Fritsch SJ, Kunze JB, Maassen O, Deffge S, Kistermann J, Haferkamp S, Lutz I, Voellm NK, Lowitsch V, Polzin R, Sharafutdinov K, Mayer H, Kuepfer L, Burghaus R, Schmitt W, Lippert J, Riedel M, Barakat C, Stollenwerk A, Fonck S, Putensen C, Zenker S, Erdfelder F, Grigutsch D, Kram R, Beyer S, Kampe K, Gewehr JE, Salman F, Juers P, Kluge S, Tiller D, Wisotzki E, Gross S, Homeister L, Bloos F, Scherag A, Ammon D, Mueller S, Palm J, Simon P, Jahn N, Loeffler M, Wendt T, Schuerholz T, Groeber P, Schuppert A.","BMJ Open. 2021 Apr 8;11(4):e045589. doi: 10.1136/bmjopen-2020-045589.","Marx G","BMJ Open","2021","2021/09/22","PMC8039261","","10.1136/bmjopen-2020-045589"
